Fecha;Apple;Amazon;Boeing;Bank of America;Caterpillar;Chevron;GE Aerospace;Alphabet (Google);Goldman Sachs;Johnson & Johnson;JPMorgan Chase;Coca-Cola;Eli Lilly;McDonalds;Meta Platforms;Microsoft;NVIDIA;Procter & Gamble;Tesla;UnitedHealth;Visa;Walmart;ExxonMobil;INDICE S&P 500
2025-04-14;201,64117431640625;182,1199951171875;159,27999877929688;35,86334991455078;293,514892578125;129,49256896972656;185,02069091796875;158,5203399658203;493,7510070800781;150,17581176757812;230,24224853515625;70,408935546875;748,8057861328125;308,9234313964844;529,8270874023438;384,8636169433594;110,68391418457031;163,38230895996094;252,35000610351562;570,9598999023438;332,69012451171875;93,89680480957031;99,9555892944336;5405,97021484375
2025-04-15;201,26280212402344;179,58999633789062;155,52000427246094;37,154319763183594;288,89727783203125;128,7461700439453;184,69241333007812;155,76988220214844;497,5816345214844;149,45587158203125;228,68258666992188;69,83556365966797;751,614990234375;305,41461181640625;519,8980102539062;382,7994384765625;112,1735610961914;162,7447509765625;254,11000061035156;567,5850830078125;333,3154602050781;93,14350128173828;99,67522430419922;5396,6298828125
2025-04-16;193,42697143554688;174,3300018310547;156,47000122070312;36,50883483886719;285,65814208984375;129,53086853027344;181,48936462402344;152,8001708984375;488,9210510253906;149,738037109375;225,22972106933594;69,66062927246094;729,4987182617188;302,1110534667969;500,747802734375;368,7867126464844;104,46538543701172;160,73544311523438;241,5500030517578;568,995361328125;328,86871337890625;90,38795471191406;100,7290267944336;5275,7001953125
2025-04-17;196,1251983642578;172,61000061035156;161,89999389648438;36,587074279785156;289,7046203613281;131,9327850341797;180,83282470703125;150,63766479492188;499,1491394042969;153,20152282714844;227,534912109375;70,94343566894531;833,78662109375;304,2612609863281;499,92041015625;364,9858093261719;101,46607971191406;164,8313446044922;241,3699951171875;441,65606689453125;327,1614990234375;92,40009307861328;103,36833190917969;5282,7001953125
2025-04-21;192,32179260253906;167,32000732421875;159,33999633789062;36,10784912109375;281,69134521484375;127,9710464477539;177,4109649658203;147,15972900390625;491,1841125488281;152,66641235351562;224,62155151367188;70,71992492675781;812,0078125;301,7395935058594;483,1526794433594;356,3916015625;96,88717651367188;161,11524963378906;227,5;413,6653137207031;317,7221374511719;91,59722137451172;101,85049438476562;5158,2001953125
2025-04-22;198,8732452392578;173,17999267578125;162,52000427246094;37,477054595947266;288,0525207519531;131,38731384277344;188,18394470214844;150,94659423828125;509,4360656738281;153,4739227294922;231,09564208984375;71,81808471679688;821,4578247070312;311,8653564453125;498,7240905761719;364,0331115722656;98,86669921875;163,18568420410156;237,97000122070312;415,4645690917969;328,9382019042969;94,0157470703125;104,70249938964844;5287,759765625
2025-04-23;203,71214294433594;180,60000610351562;172,3699951171875;37,89759826660156;292,6032409667969;130,7940216064453;192,66024780273438;154,81320190429688;518,5668334960938;151,1681671142578;236,2847137451172;71,23499298095703;823,3240356445312;311,2789306640625;518,6519775390625;371,54559326171875;102,68579864501953;161,09580993652344;250,74000549316406;416,22320556640625;331,8861389160156;94,12478637695312;103,80339813232422;5375,85986328125
2025-04-24;207,4657745361328;186,5399932861328;176,25999450683594;38,7093391418457;303,57452392578125;133,0811004638672;196,37060546875;158,7296142578125;534,3009033203125;150,7303466796875;239,97300720214844;70,47696685791016;853,4112548828125;309,07000732421875;531,491943359375;384,3575134277344;106,40492248535156;155,0691680908203;259,510009765625;412,6149597167969;333,2161560058594;94,99703979492188;105,02153778076172;5484,77001953125
2025-04-25;208,371826171875;188,99000549316406;177,9499969482422;38,816917419433594;303,1689147949219;132,7557373046875;197,38522338867188;161,40036010742188;533,8012084960938;150,38986206054688;238,90379333496094;69,88416290283203;878,0388793945312;309,5782470703125;545,5679321289062;388,8729553222656;110,98385620117188;156,51751708984375;284,95001220703125;407,1588439941406;332,68017578125;94,2536392211914;104,9635238647461;5525,2099609375
2025-04-28;209,2281036376953;187,6999969482422;182,3000030517578;38,904937744140625;303,77239990234375;134,0667266845703;199,80242919921875;160,05502319335938;535,3099975585938;151,1389923095703;238,58010864257812;69,76753997802734;870,8421630859375;309,64666748046875;548,0302734375;388,1882019042969;108,70439147949219;157,3242950439453;285,8800048828125;408,4815368652344;335,0028076171875;94,38249969482422;105,02153778076172;5528,75
2025-04-29;210,29347229003906;187,38999938964844;182,0;39,11032485961914;304,1087341308594;133,3011932373047;199,44435119628906;159,6065673828125;537,77880859375;151,68380737304688;239,953369140625;70,31175231933594;878,694091796875;307,388916015625;552,7156372070312;391,0462951660156;108,99431610107422;157,7228240966797;292,0299987792969;398,00689697265625;338,9830322265625;95,1952896118164;104,76051330566406;5560,830078125
2025-04-30;211,57785034179688;184,4199981689453;183,24000549316406;39,002742767333984;305,95867919921875;130,20071411132812;200,47886657714844;158,2512664794922;536,4366455078125;152,0729522705078;239,953369140625;70,50611877441406;892,343017578125;312,4224548339844;547,2926025390625;392,25701904296875;108,89433288574219;158,024169921875;282,1600036621094;400,1562805175781;342,9334411621094;96,3946533203125;102,12117767333984;5569,06005859375
2025-05-01;212,39431762695312;190,1999969482422;182,88999938964844;39,28635787963867;310,5984802246094;130,39208984375;202,53794860839844;160,7426300048828;542,5891723632812;150,2731170654297;242,18008422851562;69,2816162109375;788,2636108398438;306,54833984375;570,430419921875;422,16802978515625;111,58370208740234;155,506591796875;280,5199890136719;389,6913757324219;339,9061279296875;96,5532455444336;102,26620483398438;5604,14013671875
2025-05-02;204,45889282226562;189,97999572753906;185,4600067138672;40,16656494140625;320,2144470214844;132,53564453125;206,60641479492188;163,46319580078125;554,6101684570312;151,8881072998047;247,69287109375;69,63147735595703;817,5665893554688;304,90631103515625;595,1632690429688;431,97296142578125;114,47303009033203;156,03147888183594;287,2099914550781;388,9522399902344;345,0178527832031;97,88146209716797;102,68192291259766;5686,669921875
2025-05-05;198,02691650390625;186,35000610351562;186,4600067138672;40,21546173095703;319,6505126953125;129,6648406982422;207,83990478515625;163,64259338378906;548,2029418945312;150,7984619140625;247,7418975830078;69,68006134033203;815,4225463867188;308,581298828125;597,40625;432,8562316894531;113,7931900024414;154,38876342773438;280,260009765625;393,7080993652344;346,0501708984375;98,45634460449219;99,83958435058594;5650,3798828125
2025-05-06;197,6485595703125;185,00999450683594;185,9600067138672;39,94162368774414;317,4543151855469;129,7605438232422;207,501708984375;162,66595458984375;538,2099609375;150,2828369140625;244,49505615234375;69,69949340820312;769,423095703125;309,6271667480469;585,4833984375;430,0179443359375;113,51325988769531;154,79701232910156;275,3500061035156;383,6905822753906;345,1171569824219;97,68321990966797;101,23174285888672;5606,91015625
2025-05-07;195,3983612060547;188,7100067138672;185,55999755859375;40,02964401245117;316,8607482910156;129,9423370361328;208,81472778320312;150,85691833496094;540,7179565429688;153,0361328125;244,6324005126953;70,3603515625;771,0112915039062;310,93682861328125;594,9539184570312;430,0576477050781;117,03242492675781;154,8358917236328;276,2200012207031;380,3351745605469;347,2511291503906;97,96073913574219;101,13507843017578;5631,27978515625
2025-05-08;196,63299560546875;192,0800018310547;191,6999969482422;40,68490219116211;320,7783203125;131,13851928710938;213,3606719970703;153,7468719482422;554,2183227539062;151,44058227539062;248,63455200195312;69,16499328613281;745,927001953125;306,4017028808594;596,1502075195312;434,84100341796875;117,34236145019531;154,21377563476562;284,82000732421875;374,9762878417969;348,66058349609375;96,57305908203125;102,54656982421875;5663,93994140625
2025-05-09;197,66848754882812;193,05999755859375;194,85000610351562;40,870723724365234;322,1336364746094;132,5260772705078;213,8282012939453;152,22218322753906;555,5899047851562;150,03961181640625;248,25198364257812;68,53330993652344;729,171142578125;306,58746337890625;590,6472778320312;435,3967590332031;116,62252044677734;153,25144958496094;298,260009765625;370,20098876953125;349,9211730957031;96,1010971069336;103,74537658691406;5659,91015625
2025-05-12;210,15048217773438;208,63999938964844;198,52999877929688;42,406192779541016;338,88238525390625;135,52127075195312;217,79718017578125;157,91246032714844;579,337890625;149,9617919921875;255,08900451660156;67,57120513916016;750,0167846679688;304,86724853515625;637,4413452148438;445,8467712402344;122,97103118896484;156,40084838867188;318,3800048828125;368,36279296875;353,2065734863281;96,13089752197266;105,533935546875;5844,18994140625
2025-05-13;212,28399658203125;211,3699951171875;203,4199981689453;43,30595016479492;348,76544189453125;136,21986389160156;220,41334533691406;158,97872924804688;591,5548095703125;144,4163055419922;257,9925842285156;67,01725769042969;740,57666015625;301,71026611328125;653,98974609375;445,72772216796875;129,89938354492188;154,29153442382812;334,07000732421875;302,84039306640625;354,0815124511719;95,26646423339844;105,82396697998047;5886,5498046875
2025-05-14;211,68582153320312;210,25;204,72000122070312;43,755836486816406;345,91632080078125;135,56912231445312;222,06460571289062;164,79855346679688;599,1866455078125;142,39266967773438;260,5723876953125;67,21162414550781;710,3009033203125;300,54718017578125;657,309326171875;449,4988098144531;135,30810546875;153,6013946533203;347,67999267578125;299,5628662109375;354,3996276855469;96,21039581298828;104,87651824951172;5892,580078125
2025-05-15;210,80848693847656;205,1699981689453;206,24000549316406;43,40375518798828;346,0646667480469;136,1337127685547;228,1722869873047;163,39344787597656;603,3994140625;145,55458068847656;262,3870849609375;69,59260559082031;727,9005126953125;307,3693542480469;641,87744140625;450,5129089355469;134,79823303222656;157,86863708496094;342,82000732421875;266,8259582519531;360,2059020996094;95,73347473144531;105,94001770019531;5916,93017578125
2025-05-16;210,6190643310547;205,58999633789062;205,82000732421875;43,70693588256836;349,7942810058594;135,98062133789062;230,5596466064453;165,61572265625;606,4659423828125;147,22796630859375;262,45574951171875;69,97161102294922;753,364501953125;311,40594482421875;638,3485717773438;451,6463317871094;135,36810302734375;158,7143096923828;349,9800109863281;283,90435791015625;363,00958251953125;97,61136627197266;105,55950927734375;5958,3798828125
2025-05-19;208,14657592773438;206,16000366210938;205,25;43,78517532348633;348,79510498046875;134,1403045654297;234,05116271972656;165,96450805664062;599,8724365234375;148,35650634765625;259,82684326171875;69,90359497070312;751,0965576171875;313,9667053222656;638,438232421875;456,2197570800781;135,53805541992188;160,1626434326172;342,0899963378906;307,2267150878906;365,77349853515625;97,49214935302734;103,8813247680664;5963,60009765625
2025-05-20;206,232421875;204,07000732421875;207,6699981689453;43,70693588256836;345,7480773925781;132,9586181640625;234,0213165283203;163,4133758544922;594,2098388671875;149,49478149414062;260,6116027832031;69,67034912109375;743,0396118164062;312,5690612792969;635,1185302734375;455,5238342285156;134,3483428955078;161,00831604003906;343,82000732421875;312,7606506347656;364,7196350097656;97,1741943359375;102,39826965332031;5940,4599609375
2025-05-21;201,4768829345703;201,1199951171875;203,2100067138672;42,29861068725586;338,84283447265625;131,30230712890625;232,31036376953125;167,9775390625;581,4149169921875;149,02780151367188;256,06011962890625;69,82584381103516;721,0968627929688;309,2850036621094;633,5235595703125;449,9561767578125;131,76895141601562;160,80418395996094;334,6199951171875;294,6708068847656;356,22900390625;95,81295013427734;101,13964080810547;5844,60986328125
2025-05-22;200,7490997314453;203,10000610351562;203,41000366210938;42,35729217529297;341,494140625;131,04078674316406;229,05758666992188;170,27955627441406;586,0880126953125;148,47325134277344;255,69720458984375;69,1358413696289;711,3987426757812;307,20318603515625;634,5902099609375;452,2329406738281;132,7987060546875;160,41537475585938;341,0400085449219;288,5338439941406;355,9009094238281;95,31615447998047;100,46641540527344;5842,009765625
2025-05-23;194,67758178710938;200,99000549316406;202,36000061035156;42,24971008300781;339,7134094238281;132,25152587890625;231,56431579589844;167,88784790039062;586,3917236328125;148,7943115234375;255,73641967773438;69,74809265136719;709,9166259765625;307,45733642578125;625,1098022460938;447,5799560546875;131,25906372070312;161,22216796875;339,3399963378906;287,4640197753906;351,49652099609375;95,72352600097656;100,52495574951172;5802,81982421875
2025-05-27;199,60260009765625;206,02000427246094;201,02999877929688;43,24726867675781;347,7464904785156;133,5010223388672;240,5070037841797;172,30255126953125;603,2328491210938;150,37408447265625;260,22906494140625;69,7578125;721,365478515625;307,8287353515625;640,3223876953125;458,0292663574219;135,4680633544922;163,0690460205078;362,8900146484375;286,9096374511719;357,22320556640625;96,95559692382812;101,00303649902344;5921,5400390625
2025-05-28;199,81195068359375;204,72000122070312;201,5;43,09079360961914;345,7480773925781;131,7478790283203;242,38702392578125;171,764404296875;596,0908203125;149,5694580078125;258,4634094238281;69,14556884765625;715,5665283203125;305,7664489746094;641,5784301757812;454,7184753417969;134,7782440185547;162,68023681640625;356,8999938964844;289,934326171875;357,6507568359375;96,61776733398438;99,62732696533203;5888,5498046875
2025-05-29;199,3433837890625;205,6999969482422;208,17999267578125;43,2668342590332;348,0234680175781;133,57852172851562;242,8744659423828;171,26614379882812;592,58349609375;150,69789123535156;259,32659912109375;69,47598266601562;718,7295532226562;304,8085632324219;643,0439453125;456,0308837890625;139,15721130371094;163,84664916992188;358,42999267578125;289,9927062988281;360,3052978515625;96,47866821289062;100,19322967529297;5912,169921875
2025-05-30;200,24066162109375;205,00999450683594;207,32000732421875;43,15925598144531;344,3037414550781;132,40650939941406;244,61524963378906;171,14657592773438;591,1951904296875;152,2973175048828;258,9636535644531;70,06880187988281;733,7492065429688;306,7536315917969;645,476318359375;457,7011413574219;135,09817504882812;165,13946533203125;346,4599914550781;293,630126953125;363,0791931152344;98,08830261230469;99,81271362304688;5911,68994140625
2025-06-02;201,08807373046875;206,64999389648438;211,47000122070312;43,1103515625;340,9797058105469;133,5106964111328;246,17698669433594;168,4459228515625;589,4918823242188;152,48373413085938;259,611083984375;69,97161102294922;743,1489868164062;307,3433532714844;668,8134765625;459,3018493652344;137,34764099121094;163,08848571777344;342,69000244140625;296,3630676269531;363,2084655761719;99,13158416748047;100,54447174072266;5935,93994140625
2025-06-03;202,65330505371094;205,7100067138672;213,42999267578125;43,66781234741211;345,6590576171875;135,16700744628906;247,55966186523438;165,6057586669922;594,5231323242188;151,52212524414062;261,19036865234375;69,15528869628906;746,7896118164062;307,0583190917969;664,776123046875;460,29608154296875;141,1867218017578;162,18447875976562;344,2699890136719;292,95904541015625;363,74530029296875;99,34024047851562;101,2762451171875;5970,3701171875
2025-06-04;202,20468139648438;207,22999572753906;211,97999572753906;43,38418960571289;345,5898132324219;133,0554656982422;249,55908203125;167,46932983398438;589,974365234375;150,3446502685547;259,1794738769531;69,35936737060547;761,7695922851562;306,2522888183594;685,8104248046875;461,1908874511719;141,88656616210938;161,30963134765625;332,04998779296875;292,14208984375;365,8729553222656;98,71426391601562;99,81271362304688;5970,81005859375
2025-06-05;200,02133178710938;207,91000366210938;209,02000427246094;43,40375518798828;345,2237548828125;132,6002197265625;250,59359741210938;167,62875366210938;596,5415649414062;150,77639770507812;256,9527587890625;68,9123306274414;761,6103515625;303,7065124511719;682,4907836914062;464,9788818359375;139,95703125;158,2477264404297;284,70001220703125;287,7265930175781;364,6500244140625;97,33316040039062;99,35414123535156;5939,2998046875
2025-06-06;203,30133056640625;213,57000732421875;210,8000030517578;44,23995590209961;349,5667724609375;135,8062744140625;254,2840576171875;173,07984924316406;604,536376953125;152,12069702148438;260,6606750488281;69,33992767333984;765,7880859375;302,1141357421875;695,5401000976562;467,6632995605469;141,6865997314453;159,43362426757812;295,1400146484375;294,90423583984375;368,0801086425781;96,84630584716797;101,73480987548828;6000,35986328125
2025-06-09;200,83883666992188;216,97999572753906;217,50999450683594;44,14157485961914;354,2362365722656;136,3389892578125;250,0863037109375;175,6939697265625;604,0637817382812;152,31692504882812;261,6513977050781;69,74809265136719;769,5977783203125;299,57818603515625;691,9014282226562;470,0196228027344;142,59640502929688;158,0144500732422;308,5799865722656;294,87506103515625;364,54071044921875;96,82643127441406;102,41778564453125;6005,8798828125
2025-06-10;202,05511474609375;217,61000061035156;215,72999572753906;44,35800552368164;354,7308654785156;138,84764099121094;240,72584533691406;178,1983184814453;605,3929443359375;153,5140380859375;263,4759216308594;70,31175231933594;802,8997802734375;295,30242919921875;700,2155151367188;468,2001953125;143,92608642578125;158,28662109375;326,0899963378906;295,45855712890625;368,557373046875;96,69725799560547;104,61308288574219;6038,81005859375
2025-06-11;198,1769256591797;213,1999969482422;214,0;44,003849029541016;359,251953125;140,23272705078125;244,22731018066406;176,95114135742188;614,5496215820312;152,3463592529297;263,03448486328125;70,03964233398438;804,312255859375;296,5704040527344;691,981201171875;469,890380859375;142,80625915527344;157,5770263671875;326,42999267578125;302,04290771484375;371,1522521972656;95,18699645996094;106,65226745605469;6022,240234375
2025-06-12;198,5956573486328;213,24000549316406;203,75;43,895633697509766;357,09527587890625;140,41676330566406;238,72640991210938;175,30484008789062;615,47509765625;153,7200927734375;263,1227722167969;70,20484924316406;807,714111328125;297,98583984375;691,20361328125;476,104248046875;144,9759063720703;158,61708068847656;319,1099853515625;309,7651672363281;369,2532653808594;94,22319793701172;107,06206512451172;6045,259765625
2025-06-13;195,85398864746094;212,10000610351562;200,32000732421875;43,37424087524414;353,2271423339844;141,32723999023438;235,35426330566406;174,2771453857422;604,0834350585938;154,15184020996094;259,8955383300781;69,50994110107422;815,0050659179688;296,75714111328125;680,7462158203125;472,2168273925781;141,94639587402344;155,79818725585938;325,30999755859375;304,93145751953125;350,8105163574219;93,835693359375;109,39395141601562;5976,97021484375
2025-06-16;197,81802368164062;216,10000610351562;201,6999969482422;43,68904113769531;358,5594482421875;141,4434814453125;235,29457092285156;176,37245178222656;618,1729125976562;152,30712890625;265,20233154296875;69,02057647705078;803,2877807617188;291,23309326171875;700,4749145507812;476,3727111816406;144,66595458984375;156,38143920898438;329,1300048828125;301,3465576171875;353,4253234863281;93,6866455078125;109,74519348144531;6033,10986328125
2025-06-17;195,0464630126953;214,82000732421875;200,25999450683594;43,511966705322266;353,85040283203125;144,17491149902344;234,50872802734375;175,5542755126953;615,0123291015625;149,5204315185547;264,37835693359375;68,13971710205078;787,0344848632812;287,3210144042969;695,5963134765625;475,279052734375;144,09603881835938;154,08743286132812;316,3500061035156;302,53173828125;355,7716369628906;93,64690399169922;111,22824096679688;5982,72021484375
2025-06-18;195,9835968017578;212,52000427246094;197,67999267578125;44,328495025634766;355,94769287109375;143,53561401367188;234,64801025390625;172,93020629882812;625,448974609375;147,90138244628906;268,733642578125;67,73843383789062;780,8576049804688;284,686767578125;694,1397705078125;477,4663391113281;145,455810546875;153,6013946533203;322,04998779296875;300,89599609375;338,41259765625;94,48152160644531;110,43793487548828;5980,8701171875
2025-06-20;200,39019775390625;209,69000244140625;198,75;44,761348724365234;356,65997314453125;144,8529052734375;238,10968017578125;166,2652130126953;630,9232788085938;146,97901916503906;269,7538146972656;67,37629699707031;758,6760864257812;282,55377197265625;680,7512817382812;474,6427307128906;143,8260955810547;154,6317596435547;322,1600036621094;295,8125;336,6130676269531;95,50494384765625;111,91120910644531;5967,83984375
2025-06-23;200,888671875;208,47000122070312;201,30999755859375;45,548362731933594;362,30889892578125;142,2473907470703;246,50523376464844;164,81846618652344;636,9096069335938;148,48031616210938;272,9613952636719;68,25715637207031;766,5440673828125;284,57861328125;696,8933715820312;483,1930847167969;144,1460418701172;156,5272216796875;348,67999267578125;294,5097961425781;341,76312255859375;97,24373626708984;109,02318572998047;6025,169921875
2025-06-24;199,6923065185547;212,77000427246094;200,94000244140625;45,90251922607422;369,0261535644531;139,04136657714844;247,44027709960938;166,3949432373047;651,9048461914062;149,333984375;275,8944396972656;68,71717834472656;773,9445190429688;286,495361328125;710,5313110351562;487,279296875;147,8754119873047;155,8759765625;340,4700012207031;299,3484191894531;349,5975646972656;97,37290954589844;105,70584869384766;6092,18017578125
2025-06-25;200,94850158691406;211,99000549316406;198,89999389648438;46,08943176269531;367,6015930175781;138,73141479492188;248,58424377441406;170,29611206054688;659,5452270507812;149,42230224609375;278,6409912109375;68,14949798583984;788,0888671875;280,6763916015625;707,01953125;489,4268493652344;154,28436279296875;154,52481079101562;327,54998779296875;295,8222961425781;343,264404296875;96,63764953613281;105,73512268066406;6092,16015625
2025-06-26;200,39019775390625;217,1199951171875;202,5800018310547;46,68953323364258;377,79132080078125;139,90341186523438;249,67845153808594;173,1497039794922;676,5687255859375;149,1573486328125;283,24151611328125;67,99291229248047;790,8939208984375;280,7550354003906;724,3888549804688;494,57696533203125;154,99423217773438;154,19435119628906;325,7799987792969;296,4100036621094;344,02996826171875;95,40557098388672;107,31572723388672;6141,02001953125
2025-06-27;200,46995544433594;223,3000030517578;214,5500030517578;46,35505294799805;380,5909729003906;139,27381896972656;253,1699676513672;178,1284637451172;680,1625366210938;149,5498504638672;281,6327819824219;68,83462524414062;771,3285522460938;286,573974609375;731,9110717773438;493,0756530761719;157,72378540039062;155,3899383544922;323,6300048828125;302,7668151855469;346,5950012207031;96,64757537841797;106,7205581665039;6173,06982421875
2025-06-30;204,5475311279297;219,38999938964844;209,52999877929688;46,55180358886719;384,05352783203125;138,69268798828125;256,03485107421875;175,8336639404297;696,8414306640625;149,88348388671875;284,3793640136719;69,24568939208984;775,3868408203125;287,18341064453125;736,3606567382812;494,5372009277344;157,96376037597656;154,8650360107422;317,6600036621094;305,568115234375;352,9977722167969;97,1543197631836;105,17898559570312;6204,9501953125
2025-07-01;207,1894989013672;220,4600067138672;209,7899932861328;47,36833190917969;386,7345275878906;140,9979248046875;247,70887756347656;175,44451904296875;695,5712890625;152,9939727783203;284,869873046875;70,14612579345703;771,7760620117188;292,41259765625;717,5348510742188;489,2081298828125;153,2745361328125;156,7119140625;300,7099914550781;319,44732666015625;353,41534423828125;97,61136627197266;106,58397674560547;6198,009765625
2025-07-02;211,7954864501953;219,9199981689453;212,02999877929688;47,91923904418945;394,16412353515625;143,33221435546875;243,4613494873047;178,23822021484375;704,85595703125;152,64073181152344;286,42950439453125;69,40229034423828;775,13818359375;289,6014404296875;711,8981323242188;488,2536926269531;157,22386169433594;156,69247436523438;315,6499938964844;301,24859619140625;352,1725769042969;96,98540496826172;108,34996795654297;6227,419921875
2025-07-03;212,90213012695312;223,41000366210938;215,9199981689453;48,13566589355469;393,6002197265625;143,7099609375;245,58013916015625;179,126220703125;712,5258178710938;153,08230590820312;291,75201416015625;69,83293151855469;776,5206909179688;289,0608215332031;717,3253784179688;495,95892333984375;159,3135223388672;156,33282470703125;315,3500061035156;302,2182922363281;356,7857666015625;97,73060607910156;109,47200012207031;6279,35009765625
2025-07-07;209,3130340576172;223,47000122070312;218,6300048828125;47,87004470825195;387,31817626953125;142,7704315185547;247,70201110839844;176,39239501953125;699,9723510742188;152,35618591308594;287,7798767089844;69,50016021728516;768,76220703125;288,52020263671875;716,6668701171875;494,84539794921875;158,21371459960938;156,0120391845703;293,94000244140625;297,47760009765625;354,57861328125;98,71426391601562;108,40850830078125;6229,97998046875
2025-07-08;209,3728485107422;219,36000061035156;218,52000427246094;46,38456344604492;390,0684814453125;148,42703247070312;246,10812377929688;173,96786499023438;686,5327758789062;152,86642456054688;278,7217712402344;68,74652862548828;773,5267333984375;286,69195556640625;718,9814453125;493,7517395019531;159,97341918945312;153,4750213623047;297,80999755859375;301,3857421875;352,50067138671875;96,4687271118164;111,41361999511719;6225,52001953125
2025-07-09;210,4994354248047;222,5399932861328;226,60000610351562;46,07959747314453;397,8739318847656;148,21392822265625;249,37562561035156;176,2227783203125;685,8239135742188;153,34722900390625;279,0963134765625;68,00270080566406;782,7374877929688;288,0189208984375;731,0631103515625;500,6019592285156;162,85293579101562;153,11538696289062;295,8800048828125;296,6940612792969;355,6921691894531;96,19051361083984;111,0331039428711;6263,259765625
